legacy_id,full_name,email,dob,sex,bsn,phone,city,weight,weight_unit,height_cm,status,signup_date,source
reczla1DId7UXdMuc,Teun Horvat,teun.horvat@gmail.com,1974-03-18,Female,,06-10398697,Rotterdam,97.0,kg,170,churned,01/24/2024,typeform
rec6ej6bDxWNec6Pk,Daan Nowak ,daan.nowak@yahoo.com,1992-02-12,Male,897382742,,Den Haag,158.3,kg,196,active,2025-05-02,campaign_expat_2023
recPC2ETZDsnS96ua,Eva de Vries,eva.devries@gmail.com,29-12-1969,female,319059662,0678876183,Utrecht,146.6,kg,196,ACTIEF,2023-02-26,import
rec4tyaw5KWHGR6ek,Deniz Nair,deniz.nair1@ziggo.nl,02-01-1982,female,,+31690986747,Amersfoort,79.9,kg,154,lead,29-11-2022,import
rec42q5JjLrz2m8H8,Deniz Kowalski,deniz.kowalski@hotmail.com,03/08/2007,F,,06-34129426,Dordrecht,108.2,kg,174,paused,2022-04-22,typeform
receXkNIPBKcCURlA,Teun Benali,teun.benali@hotmail.com,1976-01-01,male,,06-64417199,Den Haag,90.5,kg,161,paused,2025-03-07,campaign_expat_2023
reclrYERsXNsQtjjV,Bram Demir,bram.demir@kpnmail.nl,1988-09-11,f,,06-16246778,Almere,85.9,kg,170,Churned,2025-05-13,campaign_expat_2023
recDclluqYJY7ASAf,Femke Benali,femke.benali@protonmail.com,17-08-1976,M,876627658,0667812374,Zwolle,143.8,kg,190,active ,2022-08-01,import
rec5QbszU3ROCesAI,Ahmed Ricci,ahmed.ricci@outlook.com,1962-06-25,m,,+31689155532,Breda,95.9,kg,161,Active,07/26/2023,import
recWsIW32lMtK1tqE,Emre Visser,emre.visser@outlook.com,1982-08-02,f,500768456,0614537135,Amersfoort,110.2,kg,179,actief,2025-09-12,website
recOCOT0AN3LPAm9t,Emma Rossi,emma.rossi@protonmail.com,1964-10-14,f,,06-09180752,Rotterdam,77.7,kg,155,paused,19-04-2024,typeform
recL8Om92Pg9wwdxb,Priya Dijkstra,priya.dijkstra@live.nl,1974-06-04,V,,06-54122264,Arnhem,112.4,kg,164,Paused,2022-03-20,import
recnrgQZQerWBOLiB,Lotte Bos,LOTTE.BOS@PROTONMAIL.COM,1968-11-23,female,167398738,+31645175136,Maastricht,108.8,kg,179,ACTIEF,2024-03-18,typeform
rec4ZZuErwDIxoh2R,Kasia van der Meer,kasia.vandermeer@gmail.com,1979-12-30,M,624991210,+31658188691,Zaandam,76.4,kg,157,prospect,2024-04-23,referral
recqtsadqm1G0Trlb,Willem Bakker,willem.bakker@protonmail.com,1976-12-21,Male,,0689116853,Dordrecht,92.8,kg,166,cancelled,2025-10-10,website
recSONXGphVwxiLSe,Luuk Jansen,luuk.jansen@yahoo.com,11/25/1996,Female,,06-88042837,Dordrecht,256.6,,181,prospect,16-07-2022,typeform
recQIlEipWxPTJBV3,Julia Taylor ,julia.taylor@ziggo.nl,16-10-2003,male,,+31643007657,Leiden,83.4,kg,167,cancelled,21-05-2022,import
rec9SGdZKOIvqA6Zr,Grace Bakker,grace.bakker@protonmail.com,1994-12-26,vrouw,,+31667293637,Amersfoort,125.3,kg,185,active ,11-12-2023,import
recMxWYmIhui618b2,Bram Hendriks,bram.hendriks@live.nl,1977-06-28,vrouw,809751021,,Amersfoort,86.4,kg,162,active,2025-09-08,typeform
recacbjTEaRXuOOH8,Deniz de Wit,deniz.dewit@protonmail.com,1998-07-04,male,,+31624197353,Amsterdam,93.3,kg,166,Churned,2025-10-29,import
reca3eI2S8UFCYZRy,Ruben Horvat,ruben.horvat@gmail.com,1966-08-19,M,148456066,0615815668,Leiden,113.2,kg,191,active ,2026-01-15,campaign_expat_2023
recMiWpmte1cULMML,Kees Peters, kees.peters@protonmail.com,25-01-1963,vrouw,,+31628016352,Zaandam,95.9,kg,152,opgezegd,2024-01-01,website
recRWtoxpd0Qek8OR,Marco Wang,marco.wang@protonmail.com,1992-05-01,male,,06-04845859,Dordrecht,115.0,kg,176,Active,26-06-2023,website
recyV6fK4ssEKhys2,Emre de Groot,emre.degroot@ziggo.nl,1972-10-21,Male,,06-65912979,Dordrecht,92.4,kg,156,Active,2025-06-10,import
recSWp7i12wxnknfW,Grace Smits ,grace.smits@live.nl,2001-11-20,f,605783743,0633531614,Rotterdam,88.8,kg,156,Active,2025-01-19,campaign_expat_2023
recJosjraUXeY5IOF,Maud Andersen,maud.andersen@protonmail.com,1961-03-24,m,,+31603288079,Rotterdam,159.4,kg,198,ACTIEF,2025-01-29,campaign_expat_2023
recnKPejMLQnbIhtm,Grace Vos,grace.vos@yahoo.com,1982-03-15,M,,06-90930132,Nijmegen,71.5,kg,161,Active,2025-06-02,campaign_expat_2023
recEOBTQnnUAgFD7c,Emily Jansen,emily.jansen@gmail.com,2004-09-24,Male,476894281,0607492013,Nijmegen,313.7,lbs,196,ACTIEF,11/12/2023,import
recZFmgMFm241vO5l,Marieke Andersen,marieke.andersen@protonmail.com,2006-07-31,vrouw,269770604,+31691621253,Amsterdam,89.7,kg,172,paused,2025-06-29,typeform
recsOpLdP99IpJete,Levi Andersen,levi.andersen@live.nl,1972-06-13,Male,,06-76760713,Haarlem,225.5,lbs,182,active ,2022-07-27,typeform
recEELi8EXJZHVzWk,Marieke Hendriks,marieke.hendriks@gmail.com,1990-08-26,male,253517394,06-68129243,Amersfoort,79.9,kg,161,Active,2024-06-13,referral
recGZHO3L61K604KH,Maud van der Meer,maud.vandermeer@outlook.com,1999-08-19,vrouw,988078648,06-06030870,Haarlem,129.4,kg,186,opgezegd,2023-06-25,referral
reczqfFyrmNpHSwC3,Finn Smits,finn.smits@yahoo.com,1996-07-26,male,,0685374637,Zwolle,132.3,kg,198,Active,12/19/2023,campaign_expat_2023
recZnhfY3qygnUlCD,Kees Peters,kees.peters@yahoo.com,1976-09-04,female,960572636,+31636328922,Breda,,kg,178,active,2024-05-07,campaign_expat_2023
rectn1mLZB0jYj5FA,Lotte de Groot,lotte.degroot@hotmail.com,1966-08-25,man,,+31628341809,Amsterdam,97.0,kg,181,cancelled,2022-03-13,website
recHRALVUFxoKkdMD,Emma Peters,emma.peters@yahoo.com,1963-03-30,V,,+31671589166,Nijmegen,150.4,lbs,152,active ,2023-04-21,referral
recsg7nGqruYfGGmF,Lisa de Graaf,lisa.degraaf@outlook.com,10/26/2006,vrouw,,06-32462468,Utrecht,102.0,kg,163,actief,2022-07-11,website
recd4fBDhNM1rDrvg,Eva Taylor,eva.taylor@protonmail.com,1959-06-02,male,592886785,0628104217,Amsterdam,109.0,kg,180,Churned,2026-01-11,typeform
rec0nbdVSx0LJC5cw,Youssef Kaya,youssef.kaya@live.nl  ,1976-03-31,female,572925086,0645356416,Arnhem,105.8,kg,162,on hold,2025-03-09,website
recpfgikl4mDjumM8,Ahmed Nair,ahmed.nair@protonmail.com,1981-08-11,F,,+31670409030,Dordrecht,145.8,kg,188,active ,2022-08-22,import
recOSxyNmumRtBeJn,Bram de Wit,bram.dewit@protonmail.com,1961-03-30,F,,06-87742402,Tilburg,100.6,kg,163,churned,2026-03-19,typeform
reczUTiPwz3ubI3fF,Priya El Amrani,priya.elamrani@icloud.com,1992-11-17,vrouw,629084749,+31619219431,Amersfoort,125.6,kg,186,churned,2025-08-29,website
recdh7Jfbb6WUqsVY,Julia Visser,julia.visser@icloud.com,17-04-1991,F,,06-66079840,Leiden,121.6,kg,187,actief,2023-09-16,website
recyWMJdY9fKgdqFw,Milan Peters,milan.peters@protonmail.com,1988-11-10,Female,,06-41623813,Almere,98.8,kg,174,actief,2023-02-16,website
recNIRLHGi9yQVJ3M,Daan Benali,daan.benali@yahoo.com,1964-07-19,man,,06-94647124,Breda,127.7,kg,174,active,2023-06-25,website
recTqXYdv2j6BT41M,Sofia van Leeuwen,sofia.vanleeuwen1@kpnmail.nl,1959-08-23,Female,,06-68356263,Almere,107.4,kg,187,active ,2025-11-17,import
recAeApEtGG3IDTEk,Eva Nowak,eva.nowak1@gmail.com,1958-03-23,m,,06-29975845,Zwolle,96.7,kg,184,Active,2024-08-12,campaign_expat_2023
recogFfDBjwtO3EFL,Marieke Brown,marieke.brown@gmail.com,28-07-1980,Male,677858619,0612293907,Leiden,101.5,kg,183,ACTIEF,2023-10-14,typeform
recucmyoWQbt5nvYh,Levi Kaya,levi.kaya@yahoo.com,29-12-1993,vrouw,,+31671648487,Utrecht,70.5,kg,159,active,2023-06-04,typeform
recRQfux7NT4Y2UEU,Luuk Dekker,luuk.dekker@yahoo.com,1966-04-11,vrouw,291474044,0690219542,Almere,133.6,kg,198,Churned,2024-07-11,import
recnhPyBWdTm8xcLL,Emily El Amrani,emily.elamrani@kpnmail.nl,1987-10-22,vrouw,,0630842703,Dordrecht,105.8,kg,161,Churned,2025-07-17,typeform
recKNblEiQnFmsRgu,Oliver van den Berg,oliver.vandenberg@live.nl,1983-05-15,man,900926144,+31684951998,Groningen,115.7,kg,177,churned,14-08-2023,referral
recZlVmwgoUvtHvcR,Mei Wilson,mei.wilson@kpnmail.nl,1976-07-19,V,743963271,06-86806505,Amersfoort,103.1,kg,182,opgezegd,2025-09-04,typeform
recMRaUAgkYwCL3gE,Grace Ricci,grace.ricci@ziggo.nl,1976-01-09,V,,0630719950,Nijmegen,117.3,kg,193,gepauzeerd,10/14/2022,typeform
recsoOaqD2MZvbHBv,Luuk Smits,luuk.smits@icloud.com,1980-10-21,V,,0655605873,Dordrecht,119.4,kg,198,ACTIEF,23-08-2022,typeform
rec4bNYsmmgcQE1zV,Maud Brouwer,maud.brouwer@protonmail.com,2005-01-02,Male,,+31623886891,Dordrecht,102.1,kg,159,churned,2023-02-15,campaign_expat_2023
rec8WUQZmiECENWRH,Bram Novak,bram.novak@protonmail.com,07-07-2005,M,,0665452121,Nijmegen,102.8,kg,184,ACTIEF,03-08-2023,import
recGn8Vja1e516gEa,Anna van den Berg,anna.vandenberg@yahoo.com,09-12-1997,male,,06-43386868,Dordrecht,87.7,kg,157,opgezegd,27-05-2024,campaign_expat_2023
recUOOorNG6exmVdQ,Femke Andersen,femke.andersen@icloud.com,1983-04-27,Male,,0634146275,Amsterdam,109.2,kg,188,on hold,2025-04-13,campaign_expat_2023
recZyMW1qKlXlPfH8,Daan Novak,daan.novak@live.nl,1982-07-18,f,836398117,0661892183,Almere,89.0,kg,170,Active,11-09-2022,campaign_expat_2023
recR7AnugAVs7X1Qm,Julia Horvat,julia.horvat@live.nl,31-01-1986,M,,0668886144,Den Haag,208.8,lbs,177,ACTIEF,05/30/2023,campaign_expat_2023
recGuHbloLELEbdis,Annelies Petrov,annelies.petrov@kpnmail.nl,1995-10-23,man,,06-32983502,Zaandam,,kg,179,on hold,04/15/2023,website
recQFvkUqO5NrVcQ4,Gijs Wang,gijs.wang1@ziggo.nl,2008-11-23,m,907758617,06-03858209,Utrecht,132.5,kg,192,actief,2025-05-19,referral
recv6to9T2kfkOkOO,Thijs Andersen,thijs.andersen1@hotmail.com,1996-03-27,man,,+31617624963,Delft,113.8,kg,190,Active,15-01-2023,referral
recrqSkI4upF6Z7fV,Emily Ricci,emily.ricci@protonmail.com,1983-02-19,male,,06-31961318,Dordrecht,106.9,kg,181,ACTIEF,2025-10-04,website
recBbOTZiQdAonDyq,Lucas van den Berg,lucas.vandenberg@outlook.com,28-04-2001,man,,0642000021,Nijmegen,114.5,kg,170,churned,2023-04-25,referral
recLmUsRari7xsW41,Maud Meijer,maud.meijer@yahoo.com,1983-08-06,Female,,+31694568543,Dordrecht,89.5,kg,156,cancelled,08-07-2023,typeform
recSIhshbK7vrjWFc,Emily Sharma,emily.sharma@live.nl,1968-12-30,vrouw,,06-93125192,Rotterdam,116.3,kg,190,churned,2023-04-25,typeform
recOKvIMB7ReuhiwW,Piotr van den Berg,piotr.vandenberg@yahoo.com,1980-10-26,man,422425345,06-98482676,Delft,99.1,kg,193,active,2026-01-02,campaign_expat_2023
rec3cyAag1vqPnbyX,Teun van Leeuwen,teun.vanleeuwen@kpnmail.nl,05/01/1968,Female,,0669397903,Amsterdam,104.2,kg,191,Paused,29-03-2024,campaign_expat_2023
recUh7XtbbIm35rsE,Anna Horvat,anna.horvat@protonmail.com,1968-10-24,V,809224045,+31684939964,Rotterdam,126.2,kg,189,Prospect,2025-01-27,import
recoY0X9Kyq72XECW,Emma Smit,emma.smit@outlook.com,1963-08-24,male,,0610748566,Den Haag,95.3,kg,173,Churned,2024-11-11,import
recLYZTBBswuVpGyi,Emily Mulder,emily.mulder@protonmail.com  ,1964-01-02,Male,,+31634002504,Dordrecht,98.1,kg,154,ACTIEF,2025-04-01,referral
recibsNGlAlmwgEgZ,Milan Wang,milan.wang@protonmail.com,1967-09-15,m,808268193,+31674216223,Delft,109.2,kg,195,Active,2025-02-21,typeform
reciWU5vCoBRo3UqO,Milan Rossi,milan.rossi@live.nl,2001-11-23,m,,06-94777230,Almere,96.1,kg,176,active,2026-02-02,typeform
recTq2DX4ha6lDE8h,Sofia Dijkstra,sofia.dijkstra@hotmail.com,1961-03-07,man,,+31648260216,Arnhem,87.5,kg,153,actief,22-06-2022,typeform
recqbeqQ5pJa4OWzW,Emily Ivanov,emily.ivanov@protonmail.com,1986-11-07,f,878824248,06-02348285,Haarlem,122.6,kg,183,active ,2025-11-26,website
recK3YIw8MAtLhFUJ,Marco Yilmaz,marco.yilmaz@protonmail.com,1986-12-19,V,,+31641871001,Leiden,234.1,lbs,168,churned,2024-10-21,typeform
recnIJ8DlcADTbCGq,Julia de Groot,julia.degroot@outlook.com,1965-11-25,f,405938986,+31609831380,Amsterdam,149.6,kg,194,Churned,2022-05-21,typeform
recrLOcsDafDPggHF,Oliver van Leeuwen,oliver.vanleeuwen@icloud.com,07-10-1992,m,619393892,06-75616240,Tilburg,110.8,kg,190,paused,06-05-2024,typeform
recidIT9DIYJyAPjC,Emily Brown,emily.brown@hotmail.com,13-09-2006,female,,06-69225767,Amersfoort,65.4,kg,152,gepauzeerd,02-03-2022,website
rec96naj0CqmlhCJq,Marco Smits,marco.smits@ziggo.nl,1967-06-17,f,,06-79326506,Amersfoort,94.1,kg,159,actief,2024-11-27,typeform
rectLlugybscJOyfd,Lucas van Leeuwen ,lucas.vanleeuwen@hotmail.com,1993-07-11,man,365624469,06-05430579,Amersfoort,118.5,kg,169,Churned,2026-03-09,typeform
recyJM14sXeGFGW7V,Lotte Wilson,lotte.wilson@icloud.com,1977-07-17,m,,06-28995648,Breda,99.3,kg,183,cancelled,2026-01-14,typeform
recnYkhDFANU2LNGb,Wei Novak,wei.novak@hotmail.com,1970-02-05,vrouw,472190970,06-18666216,Breda,99.9,kg,180,Prospect,2026-05-27,import
recaGte3dOJSFw0J1,Piotr Horvat,piotr.horvat@yahoo.com,1994-04-16,F,,+31650248795,Tilburg,135.6,kg,186,prospect,2024-09-18,typeform
recu7FhJ6xNHquOLk,Mei Smits ,mei.smits@icloud.com,1976-01-14,male,846435986,06-65836974,Apeldoorn,117.9,kg,198,actief,2024-09-01,website
recrWHvoggUWyssAK,Jan Yilmaz,jan.yilmaz@outlook.com,11/03/1968,F,115127203,+31648725528,Zwolle,81.1,kg,162,Active,2022-11-17,referral
recoOWZuTdp5BLFPW,Jesse Wang, jesse.wang@gmail.com,1980-08-24,female,958107397,,Almere,117.9,kg,192,gepauzeerd,2025-06-15,typeform
recCrLpb3IgX4T1sI,Sofia Vos,sofia.vos@gmail.com,1961-06-09,V,557785686,+31686004107,Tilburg,88.4,kg,167,opgezegd,2026-03-22,typeform
rec42GFZ7VHZ3JdBG,Kees Wilson,kees.wilson@outlook.com,1988-05-29,M,,06-56765189,Groningen,145.3,kg,188,active ,2025-10-24,typeform
recDwpMvr2nds8tAa,Levi Dekker,levi.dekker@kpnmail.nl,17-05-1999,M,,+31641309248,Tilburg,139.4,kg,186,lead,01-02-2024,referral
rectLHvNNIFYRCZiV,Fatima de Boer,fatima.deboer@yahoo.com,1995-03-04,M,939561244,06-00810211,Delft,86.9,kg,180,actief,13-02-2024,typeform
recSs73t0Grgp7ZJC,Annelies Wilson,annelies.wilson@protonmail.com,1962-12-03,male,283128835,+31640361383,Amsterdam,112.7,kg,169,Active,2025-07-18,import
recMdwXdkAZzXqsTR,Piotr Peters,piotr.peters@live.nl,2004-01-20,f,,+31684882099,Tilburg,82.4,kg,175,active,02/18/2024,campaign_expat_2023
recqAI73gGszp3lm5,Fleur Ivanov,fleur.ivanov@kpnmail.nl,15-11-2000,f,,+31629758538,Arnhem,146.6,kg,198,actief,14-04-2024,typeform
recxFGVDGvaJD3Teb,Anna Rossi,anna.rossi@protonmail.com,1989-06-09,M,,+31604051930,Rotterdam,138.9,kg,182,lead,2023-10-21,campaign_expat_2023
recLhNEvjTKeoXAwB,Amira Ricci,amira.ricci@outlook.com,1969-04-19,male,,+31699849658,Amsterdam,118.1,kg,184,Prospect,2026-02-11,referral
reco9tVgBCHnxDMIa,Sofia Ricci,sofia.ricci@icloud.com,1961-10-02,m,,,Leiden,82.1,kg,172,Active,14-04-2023,website
recpkVceF1aJFy4XZ,Elena El Amrani,elena.elamrani1@kpnmail.nl,1996-09-02,M,,+31693840945,Nijmegen,117.7,kg,197,ACTIEF,2025-07-22,referral
recEopljxmji8pmHT,Youssef Meijer,youssef.meijer@kpnmail.nl,1991-06-08,f,,06-86535178,Utrecht,93.4,kg,152,active,2025-03-14,campaign_expat_2023
reciFqvZA0ifSveog,Emma van Leeuwen,emma.vanleeuwen@icloud.com,04/12/1972,vrouw,,06-42295330,Apeldoorn,,kg,160,Active,11/09/2022,typeform
recYGkliiBqF2930k,Ahmed de Graaf,ahmed.degraaf@gmail.com,1990-01-01,V,,+31624377793,Zaandam,,kg,184,Churned,2025-12-07,import
recn8KAKRnq4WaK8H,Zeynep Dijkstra,zeynep.dijkstra@yahoo.com,19-09-2003,male,,06-20143805,Zaandam,107.5,kg,164,actief,01/23/2023,typeform
rec10Fbk6liGfTF3U,Fatima El Amrani,fatima.elamrani@hotmail.com,2002-10-13,V,937757524,+31655953251,Dordrecht,78.9,kg,172,new,2026-05-29,typeform
rec5DLaKcIwydqDuZ,Grace Dekker,grace.dekker@kpnmail.nl,1972-01-16,F,608062236,06-25593686,Nijmegen,107.8,kg,165,lead,2024-08-04,website
rec3ymSLgJrQ9mCV6,Anna Benali,anna.benali@kpnmail.nl,03-04-1989,f,692409348,0658750886,Almere,124.8,kg,176,actief,2023-08-03,typeform
recgmcvIqjv794gVv,Ivan de Graaf,ivan.degraaf@gmail.com,16-09-1984,M,,06-64272664,Almere,136.3,kg,186,lead,20-01-2023,import
reclkSr8uuiiu6Py0,Fatima Demir,fatima.demir@yahoo.com,06/11/1998,vrouw,,+31650554212,Groningen,108.4,kg,194,Active,01-04-2024,website
rec02MJTjhFxbjp2V,Deniz Horvat,deniz.horvat@hotmail.com,1987-05-14,m,,+31620949826,Apeldoorn,,kg,172,opgezegd,2024-05-26,import
recKdU12fWEkeHry7,Jan Smits,jan.smits@live.nl,1960-01-08,male,,0603997208,Apeldoorn,123.5,kg,174,ACTIEF,07/06/2022,import
recvuCa5l5ueQoBKx,James Yilmaz,james.yilmaz@live.nl,1979-04-12,female,,+31696978801,Zwolle,133.3,kg,190,actief,2026-05-19,typeform
recWxP3wuvrf4QM75,Julia Smit,JULIA.SMIT@YAHOO.COM,1968-08-02,f,,06-41560501,Delft,104.7,kg,158,opgezegd,02-06-2022,campaign_expat_2023
recnwQrPAC0tcEijf,Piotr Nair,piotr.nair@icloud.com,1967-11-05,Female,,06-18219602,Amsterdam,87.9,kg,170,actief,2025-04-15,typeform
recHC9pabsjz3XN2V,Roos Smith,roos.smith@yahoo.com,01-09-1994,man,,0606896480,Den Haag,112.6,kg,179,Churned,23-11-2022,import
recRrJasxlxl7v8PP,Marieke de Wit,marieke.dewit@protonmail.com,1998-03-07,male,,0605387794,Tilburg,102.5,kg,189,ACTIEF,2023-09-17,campaign_expat_2023
recelXXNczUOc8shg,Marieke Sharma,marieke.sharma@live.nl,1983-05-07,M,189935716,+31632394882,Dordrecht,92.7,kg,165,actief,2022-04-24,import
rec5AKC6xy9f698nm,Thijs de Vries,thijs.devries1@outlook.com,1958-01-09,female,,06-89653983,Leiden,112.5,kg,177,churned,2025-08-03,website
recUJQTjTsNwWjU43,Gijs Peters, gijs.peters@icloud.com,1996-01-06,Male,544182492,0620448716,Zaandam,115.1,kg,165,actief,2025-05-04,referral
receo8VCIirqeBbun,Fatima Brouwer,fatima.brouwer@gmail.com,1994-07-30,female,888270288,06-68202341,Rotterdam,121.9,kg,184,churned,2023-03-01,website
recOSDYg3cG4tBRYp,Fatima Smits,fatima.smits@yahoo.com,1958-05-13,Male,,+31653402968,Groningen,122.9,kg,190,active ,2025-12-09,referral
recvA5inCpkrdJgBN,Maud Petrov,maud.petrov@yahoo.com,1958-08-13,male,,0605705213,Utrecht,158.3,kg,195,ACTIEF,2026-02-15,import
recAt6VGkTr428OLS,Emily Nowak,emily.nowak@kpnmail.nl,1988-04-08,f,503821536,06-52911036,Arnhem,98.5,kg,184,prospect,2024-12-28,campaign_expat_2023
recEhNHlwIw8FoN1p,Lisa Horvat ,lisa.horvat@outlook.com,1998-06-29,F,,06-55289905,Groningen,97.2,kg,174,cancelled,2025-06-02,typeform
recQEh90lDlZJ8xYE,Eva Hendriks,eva.hendriks1@kpnmail.nl,1959-12-01,man,,+31694629725,Amersfoort,101.0,kg,164,active,2024-10-29,campaign_expat_2023
recIhnuUju9Nxnu8X,Kees Jones,kees.jones@outlook.com,1991-04-07,female,,,Apeldoorn,90.3,kg,173,Prospect,09/01/2023,website
recUbI2fzxV7TWQa7,Olga Ricci,olga.ricci@gmail.com,1982-04-14,Male,,+31626797491,Tilburg,142.3,kg,198,ACTIEF,2024-11-27,import
rec8jMOvfs1CPbJwe,Emily Taylor,emily.taylor@ziggo.nl,1959-03-02,V,898661924,06-43894952,Haarlem,253.3,lbs,175,churned,2025-05-20,referral
recGMI1k2Nb5p1xRR,Amira Ivanov,amira.ivanov @outlook.com,18-04-1965,m,,+31698143903,Delft,83.3,kg,158,ACTIEF,03/30/2023,typeform
rec9sb69OcearJ2JL,Lotte Visser,lotte.visser@kpnmail.nl,1968-11-19,f,892604098,+31606718128,Maastricht,99.3,kg,158,Active,2026-05-16,typeform
rec1X8lhpFh752MlA,Femke Rossi,femke.rossi@protonmail.com,09/02/1966,Female,700883745,06-31711830,Groningen,110.6,kg,167,active,10/26/2023,referral
recbpqtOeB2J8yldo,Hendrik Taylor,hendrik.taylor@yahoo.com,2002-05-21,female,764451285,0626894845,Zaandam,109.2,kg,181,actief,2025-02-23,typeform
recU4SdLUniatvn2j,Amira Jones,amira.jones@live.nl,1977-07-15,V,,0678321886,Nijmegen,80.5,kg,168,churned,2024-02-06,referral
recFbjz80FAVHEeo3,Annelies Vos,annelies.vos@hotmail.com,1967-11-29,Female,762248142,+31640071661,Haarlem,131.4,kg,194,Paused,03-08-2023,typeform
rec5FR2IE1YOcbzV8,Finn Smit,finn.smit@outlook.com,1971-03-25,Female,,+31671208111,Breda,133.7,kg,187,actief,2023-07-28,typeform
recHn0KSHtYejP5ao,Ivan Andersen,ivan.andersen @live.nl,2005-02-12,male,,+31679224359,Utrecht,109.2,kg,181,active,2022-05-13,referral
recqfQ30Bb33heqew,Fleur de Vries,fleur.devries@hotmail.com,06/17/1986,man,,06-83850332,Utrecht,90.4,kg,152,actief,18-11-2023,typeform
recmQ3PH00f54vUnR,Emily de Vries,emily.devries1@hotmail.com,1976-03-10,M,,06-34168227,Maastricht,110.9,kg,174,ACTIEF,2023-08-15,website
recYXNuoiXdbBPT9n,Emily Dekker,emily.dekker@kpnmail.nl,1970-11-20,male,,0647656945,Almere,122.6,kg,173,paused,2025-12-27,campaign_expat_2023
recLLBrF7UXXPw3C0,Milan Sharma,milan.sharma@icloud.com,1988-12-21,male,321415735,+31609821336,Almere,75.9,kg,152,ACTIEF,2026-05-28,typeform
rec0Rqmcdo2XYS8AJ,Kasia Dijkstra,kasia.dijkstra@ziggo.nl,1960-08-12,m,582435535,+31612097363,Utrecht,114.7,kg,166,churned,2024-09-25,typeform
recmOWXTvhjtkihEY,Mei de Vries,mei.devries@hotmail.com,2007-07-22,man,,0643938398,Amersfoort,136.2,kg,192,active,2025-04-08,import
recaXIN6hypG99cnK,Annelies Jones,annelies.jones@icloud.com,1992-02-29,vrouw,769556905,0669936341,Zwolle,126.6,kg,194,active,2026-02-08,campaign_expat_2023
reckrC2tTvnBNAmTS,Finn Kowalski,finn.kowalski@ziggo.nl,03/06/1974,F,,+31604437504,Rotterdam,88.1,kg,162,Prospect,12/08/2022,typeform
recCXfYZTWfrLRkFF,Ruben Costa,ruben.costa@gmail.com,30-12-1999,Male,,+31658174566,Leiden,79.5,kg,162,opgezegd,2024-02-18,referral
recd25UhEFzIHYN8z,Emily de Vries,emily.devries@protonmail.com,1998-12-18,Male,454218813,0601186552,Almere,110.9,kg,170,Active,2026-05-13,typeform
recoC3v3SaBqyV13j,Daan Horvat,daan.horvat1@outlook.com,06-12-1972,male,750360537,+31661606831,Zwolle,82.7,kg,173,active ,2022-07-04,typeform
recfzWyj1fm7SYpAW,Noor Costa,noor.costa@hotmail.com,2006-12-04,Male,,0662616172,Den Haag,125.4,kg,181,Active,2024-08-09,referral
recnaYUKuAJiOlhCS,Sanne Brown,sanne.brown@yahoo.com,2001-09-07,f,,+31652861174,Nijmegen,111.4,kg,162,active,2024-10-08,typeform
recCrqdFnzglaJTZn,Mei van Dijk,mei.vandijk@hotmail.com,24-05-1994,m,,+31637788154,Den Haag,,kg,155,active ,2022-03-05,referral
reczPBqbtomj6fVcg,Amira Brown,amira.brown@kpnmail.nl,1963-05-29,m,,0628789191,Amsterdam,69.7,kg,154,ACTIEF,04/05/2023,website
rec44z9czqm8SKDmx,Lotte van den Berg,lotte.vandenberg@protonmail.com,2005-12-22,man,,,Arnhem,128.2,kg,179,ACTIEF,2025-01-04,typeform
rec8U07o2VGOABUqm,Daan de Graaf,daan.degraaf@yahoo.com,1969-10-04,Male,,+31683368419,Amsterdam,99.7,kg,188,Active,2023-04-01,campaign_expat_2023
recAgX6VZmNek1JST,Grace Demir,grace.demir@gmail.com,12-12-2001,Male,998429831,06-48011130,Delft,112.6,kg,196,Active,02/07/2023,typeform
recm6gNRIsI2oWQdC,Emma de Groot,emma.degroot@outlook.com,13-05-1978,man,451940854,,Utrecht,130.3,kg,177,ACTIEF,08-05-2022,website
recEpS4jJRuQ4Wa70,Hendrik Smits,hendrik.smits@live.nl,1967-01-19,male,,0621555174,Arnhem,82.0,kg,162,cancelled,2025-02-12,campaign_expat_2023
recSjG1HZb13Yt6Ym,Lotte Meijer,lotte.meijer@kpnmail.nl,1965-01-13,f,,+31662008248,Leiden,96.9,kg,184,opgezegd,16-07-2023,campaign_expat_2023
recq99W3EbwOVSW3f,Lisa Brown,lisa.brown@ziggo.nl,1974-09-29,f,387387237,+31668125856,Haarlem,89.4,kg,169,paused,18-11-2023,typeform
recox2UcNCnrioCWq,Emma Smit,emma.smit@yahoo.com,1961-10-24,Male,853692191,+31628857279,Maastricht,118.8,kg,171,active,2024-11-17,campaign_expat_2023
rec1WugwFXJW9o84E,Daan Taylor,daan.taylor@live.nl,2003-12-14,V,,06-61522484,Eindhoven,80.6,kg,162,ACTIEF,2024-06-24,typeform
recVbCpFsSEHwB37T,Deniz Kowalski,deniz.kowalski@gmail.com,1962-02-01,m,190960425,+31614838419,Zaandam,122.2,kg,191,Active,2025-03-11,campaign_expat_2023
recUDagMMJB9JyQRq,Emily de Wit,emily.dewit1@ziggo.nl,14-11-1991,male,,+31623992095,Rotterdam,70.6,kg,164,on hold,07/25/2022,referral
